text,emotion,error_type,predicted,actual
okhuze ibuya kwezimnyama ukhala ngethuba elanele,joy,False Positive,True,False
ukudla osekudliwa kunomthelela ekukhulelweni kwezingane ezincane,joy,False Positive,True,False
injabulo kwethulwa uhlelo lukagesi enquthu,joy,False Negative,False,True
injabulo kwethulwa uhlelo lukagesi enquthu,surprise,False Positive,True,False
kukhalwa ngomfundisi wempama nenhlamba,disgust,False Negative,False,True
kukhalwa ngomfundisi wempama nenhlamba,surprise,False Positive,True,False
bese ngikhipha r50 wam nje esaqulekile  ,surprise,False Positive,True,False
atholwe esigangeni etubekile amantombazane abethunjiwe,joy,False Positive,True,False
atholwe esigangeni etubekile amantombazane abethunjiwe,sadness,False Negative,False,True
atholwe esigangeni etubekile amantombazane abethunjiwe,surprise,False Positive,True,False
siluliwe isibonelelo sabangasebenzi,surprise,False Positive,True,False
umyeni wami ufuna ngibe wumngani nentombi yakhe,anger,False Negative,False,True
umyeni wami ufuna ngibe wumngani nentombi yakhe,disgust,False Negative,False,True
umyeni wami ufuna ngibe wumngani nentombi yakhe,joy,False Positive,True,False
basongela imeya ngokuyiyisa kwagoqanyawo,anger,False Negative,False,True
basongela imeya ngokuyiyisa kwagoqanyawo,joy,False Positive,True,False
imibono sizowenzani umhlaba sisahlulwa yilo omncane,surprise,False Positive,True,False
injalo mbovu futhi kuthiwa utshani obulele buvuswa ngomlilo sophaphama sesisha ngoba asboni ,fear,False Positive,True,False
injalo mbovu futhi kuthiwa utshani obulele buvuswa ngomlilo sophaphama sesisha ngoba asboni ,surprise,False Positive,True,False
uvele wafa yinsini enkantolo owesifazane osolwa ngokubulala intombi yakhe,joy,False Positive,True,False
isesheli 19 sibulale ona40 kuphuzwa,sadness,False Negative,False,True
isesheli 19 sibulale ona40 kuphuzwa,surprise,False Positive,True,False
udinwe wacela bamdedele obekhuhliswa ibhentshi,anger,False Negative,False,True
udinwe wacela bamdedele obekhuhliswa ibhentshi,joy,False Positive,True,False
udinwe wacela bamdedele obekhuhliswa ibhentshi,surprise,False Positive,True,False
inhlansi yethemba ngomnotho kuleli,joy,False Negative,False,True
inhlansi yethemba ngomnotho kuleli,surprise,False Positive,True,False
kuyingozi ukubekezela uthando lube seluseicu,joy,False Positive,True,False
kuyingozi ukubekezela uthando lube seluseicu,surprise,False Positive,True,False
umagashule uthi ayithinteki indodana yakhe kwinkohlakalo ethinta ipulazi lakwagupta,joy,False Positive,True,False
this year is weird kade uhlukaniswa zolo lokhu usuyavalwa ,surprise,False Positive,True,False
kaizer chiefs seligcwale umoya kumiddendorp,surprise,False Positive,True,False
syakuzwa macingwaneabanye bangakbona sengathi uyahlanyaawsile uyisilima but personal yonke into oyishoyo remains a reality with content phakade akagugi engemakhosi asendulo ,surprise,False Positive,True,False
yey wavelwa umuntu ilo john okmele avule i gatenokungenadosi sekutinyela njeay,fear,False Positive,True,False
yey wavelwa umuntu ilo john okmele avule i gatenokungenadosi sekutinyela njeay,surprise,False Positive,True,False
haibo mama  who is watching snesdreamwedding durbangen durbangen_etv etvonline dellymalinga9  emhlabeni wam ngedwa ,joy,False Positive,True,False
lisatshiswe wumphakathi ikhansela elidutshulwe lafa,joy,False Positive,True,False
lisatshiswe wumphakathi ikhansela elidutshulwe lafa,sadness,False Negative,False,True
lisatshiswe wumphakathi ikhansela elidutshulwe lafa,surprise,False Positive,True,False
ukhuzani uzobonakala ehostela eziqeshini ezintsha zalo mdlalo,joy,False Positive,True,False
ukhuzani uzobonakala ehostela eziqeshini ezintsha zalo mdlalo,surprise,False Positive,True,False
abebefesile bashayelwe ukushuka insangu,joy,False Positive,True,False
abebefesile bashayelwe ukushuka insangu,surprise,False Positive,True,False
umsakazi ugonyuluka ngokuhlukumeza,joy,False Positive,True,False
kushiswe imoto kusolwa umfundisi ngokuphinga,anger,False Negative,False,True
oweeff uphinde wabiza ugordhan ngenja kunqoba umalema enkantolo,joy,False Positive,True,False
oweeff uphinde wabiza ugordhan ngenja kunqoba umalema enkantolo,surprise,False Positive,True,False
kuzosukunyelwa ukwesatshiswa kukazuma,anger,False Negative,False,True
kuzosukunyelwa ukwesatshiswa kukazuma,fear,False Positive,True,False
kuzosukunyelwa ukwesatshiswa kukazuma,surprise,False Positive,True,False
babhikishele uthisha obudlonya esikoleni,anger,False Negative,False,True
babhikishele uthisha obudlonya esikoleni,joy,False Positive,True,False
babhikishele uthisha obudlonya esikoleni,surprise,False Positive,True,False
bashaqekile ngobulawe abemgibelise emotweni,joy,False Positive,True,False
bashaqekile ngobulawe abemgibelise emotweni,surprise,False Negative,False,True
akwaziwa mbhantshi kujiya ngabokufika ababaleke ephilani,joy,False Positive,True,False
akwaziwa mbhantshi kujiya ngabokufika ababaleke ephilani,surprise,False Positive,True,False
bamashile befuna umasipala ubaqashe ngokugcwele,anger,False Negative,False,True
bamashile befuna umasipala ubaqashe ngokugcwele,joy,False Positive,True,False
ukhozifmvabs ukhozifm61 djsgqemeza cha nami ichunu langibulala ngensini uma esethi azikhale nomama ngala uthi azikhale ,joy,False Positive,True,False
uqaphelise abesifazane abashaya ungqimphothwe,joy,False Positive,True,False
uqaphelise abesifazane abashaya ungqimphothwe,surprise,False Positive,True,False
isidumo kuvulelwa ngenhlamvu erenki,fear,False Negative,False,True
isidumo kuvulelwa ngenhlamvu erenki,sadness,False Negative,False,True
isidumo kuvulelwa ngenhlamvu erenki,surprise,False Positive,True,False
sekunophenyo ngabashiswe besolwa ngobugebengu,surprise,False Positive,True,False
kuboshwe amaphoyisa amane ngamacala okugwazisa,surprise,False Positive,True,False
udax ubonakale ezilolonga nechiefs,joy,False Positive,True,False
ivolt africa yeseka amabhizini asekhaya,joy,False Positive,True,False
ivolt africa yeseka amabhizini asekhaya,surprise,False Positive,True,False
liyabuya futhi namuhla elosolwa ngokubulala isitshudeni sasemut,joy,False Positive,True,False
liyabuya futhi namuhla elosolwa ngokubulala isitshudeni sasemut,sadness,False Negative,False,True
liyabuya futhi namuhla elosolwa ngokubulala isitshudeni sasemut,surprise,False Positive,True,False
uginqe ibhasi wazibulala umshayeli kushona abangu9,joy,False Positive,True,False
uginqe ibhasi wazibulala umshayeli kushona abangu9,sadness,False Negative,False,True
uyazi manginawe ngisuke sengiphelele angeke ngiqambe amanga mangathi khona engishoda ngakho dali ,joy,False Positive,True,False
uyazi manginawe ngisuke sengiphelele angeke ngiqambe amanga mangathi khona engishoda ngakho dali ,surprise,False Positive,True,False
banqunyelwe okatiki abatelekile,joy,False Positive,True,False
banqunyelwe okatiki abatelekile,surprise,False Positive,True,False
uvele umuzwe ukuthi uyathamba umabhebeza  ,joy,False Positive,True,False
uyakhala upitso ngomakgalwa olinyazwe ngesihluku,joy,False Positive,True,False
uyakhala upitso ngomakgalwa olinyazwe ngesihluku,sadness,False Negative,False,True
uyakhala upitso ngomakgalwa olinyazwe ngesihluku,surprise,False Positive,True,False
kusaphenywa obulele indodana yemeya emnambithi,sadness,False Negative,False,True
kusaphenywa obulele indodana yemeya emnambithi,surprise,False Positive,True,False
uvalo kusocongwa amalungu amabili eanc,fear,False Negative,False,True
uvalo kusocongwa amalungu amabili eanc,surprise,False Positive,True,False
selusezithebeni zenkantolo ololothisiwe,surprise,False Positive,True,False
uzuma usola izitha ngokushona kwendodana yakhe ngo2018,joy,False Positive,True,False
uzuma usola izitha ngokushona kwendodana yakhe ngo2018,sadness,False Negative,False,True
sesithelekile kwelengabadi silomo esingubrian mcknight,fear,False Positive,True,False
sesithelekile kwelengabadi silomo esingubrian mcknight,surprise,False Positive,True,False
imvunge ngegama elisha lebandla lonyazilwezulu,surprise,False Positive,True,False
kushone ababili behilwa imbawula,joy,False Positive,True,False
kushone ababili behilwa imbawula,sadness,False Negative,False,True
akusolwe uhulumeni  ngolwabokufika,joy,False Positive,True,False
udlwengulwe umfundisi nabangani bakhe,anger,False Negative,False,True
udlwengulwe umfundisi nabangani bakhe,disgust,False Negative,False,True
udlwengulwe umfundisi nabangani bakhe,sadness,False Negative,False,True
bahilane nenkosi ngodaba lwemayini endaweni,anger,False Negative,False,True
bahilane nenkosi ngodaba lwemayini endaweni,joy,False Positive,True,False
madlala_tm enca in the mean time babusy to pleases abanye abantu behlulwa ukusiza abantu babothina ungafunga ukuthi khona okukhulu okufihlwayo esingakwazi thina it is soooo annoying to think about it,anger,False Negative,False,True
unetayitela lendlu engabonwa,surprise,False Positive,True,False
kuboshwe ongqimuze wabulala unkosikazi ngesitini,sadness,False Negative,False,True
ude sa angakujabulela ukuba yiphini likabaxter kwibafana,surprise,False Positive,True,False
coronavirus sinyukele ku3 635 isibalo sabahaqekile sekushone abawu65,joy,False Positive,True,False
coronavirus sinyukele ku3 635 isibalo sabahaqekile sekushone abawu65,surprise,False Positive,True,False
the bhabhalazi uma ngisukuma ngathi ikhanda liyasala ,surprise,False Positive,True,False
akuzuvalwa isikhathi eside ezikoleni,joy,False Positive,True,False
umphakathi ubhekene nengwadla yamanzi,anger,False Negative,False,True
umphakathi ubhekene nengwadla yamanzi,joy,False Positive,True,False
umphakathi ubhekene nengwadla yamanzi,sadness,False Negative,False,True
umgadli wepirates ugeze igama lakhe benqoba kowecaf,joy,False Positive,True,False
umgadli wepirates ugeze igama lakhe benqoba kowecaf,surprise,False Positive,True,False
buka angene ngevosho ephalamende amalungueff,joy,False Positive,True,False
osebenza ezingadini uyogijima euk,joy,False Positive,True,False
izindaba ezimnandi kunandi ozokhangisa enew  york,joy,False Positive,True,False
bakhala ngomlungu oshayise owomndeni ngendiza washona,sadness,False Negative,False,True
kuphume isidumbu izitshudeni zihlakazwa ngenhlamvu,fear,False Positive,True,False
kuphume isidumbu izitshudeni zihlakazwa ngenhlamvu,sadness,False Negative,False,True
kuphume isidumbu izitshudeni zihlakazwa ngenhlamvu,surprise,False Positive,True,False
uaka nendondo egameni lendodakazi,joy,False Positive,True,False
kuboshwe umbhali ngokukhwabanisa,surprise,False Positive,True,False
uaka uthi ubhatelwe r55 million ukuthi makaxoke athi wesulelwe yi covid__19 ,joy,False Positive,True,False
ezothando ufuna ngimuphe ur3 000 ngenyanga ukuze sibuyelane,joy,False Positive,True,False
ezothando ufuna ngimuphe ur3 000 ngenyanga ukuze sibuyelane,surprise,False Negative,False,True
bangqongqise umtapowolwazi bebhikisha,anger,False Negative,False,True
bangqongqise umtapowolwazi bebhikisha,joy,False Positive,True,False
bangqongqise umtapowolwazi bebhikisha,surprise,False Positive,True,False
utbo touch ungene esiteshini sethelevishini,joy,False Positive,True,False
utbo touch ungene esiteshini sethelevishini,surprise,False Positive,True,False
useqalile ukulubhada phansi ekhankasa,joy,False Positive,True,False
useqalile ukulubhada phansi ekhankasa,surprise,False Positive,True,False
kuzotheleka ithimba lamaphoyisa elizobhekana nokubulawa kosopolitiki ekzn,joy,False Positive,True,False
kuzotheleka ithimba lamaphoyisa elizobhekana nokubulawa kosopolitiki ekzn,surprise,False Positive,True,False
lord_mla wayengkhonzile mina ngingathintwa  abashaye bonke kusale mina,joy,False Positive,True,False
uzola wake wathi bamchith amapop corn agcwal istradi izolo ngibone leyonto a motorist was brutally killed ubuchopho baphuma aai pinetown mina ngi right ngayo angifuni ukungasho ngisayakhona kodwa hhai bandla ngi right ngayo,fear,False Positive,True,False
uzola wake wathi bamchith amapop corn agcwal istradi izolo ngibone leyonto a motorist was brutally killed ubuchopho baphuma aai pinetown mina ngi right ngayo angifuni ukungasho ngisayakhona kodwa hhai bandla ngi right ngayo,sadness,False Negative,False,True
uzola wake wathi bamchith amapop corn agcwal istradi izolo ngibone leyonto a motorist was brutally killed ubuchopho baphuma aai pinetown mina ngi right ngayo angifuni ukungasho ngisayakhona kodwa hhai bandla ngi right ngayo,surprise,False Positive,True,False
bahleli lubhojozi kubulawa umshayeli wetekisi,anger,False Negative,False,True
bahleli lubhojozi kubulawa umshayeli wetekisi,fear,False Negative,False,True
bahleli lubhojozi kubulawa umshayeli wetekisi,joy,False Positive,True,False
bahleli lubhojozi kubulawa umshayeli wetekisi,sadness,False Negative,False,True
unomlando wokuphazamiseka emqondweni osolwa ngokubulala indodakazi,joy,False Positive,True,False
unomlando wokuphazamiseka emqondweni osolwa ngokubulala indodakazi,sadness,False Negative,False,True
kufunwa abaqothe abayisithupha,surprise,False Positive,True,False
ucathulisa osomabhizinisi abasafufusa ngolwazi,joy,False Positive,True,False
ucathulisa osomabhizinisi abasafufusa ngolwazi,surprise,False Positive,True,False
bashise ibhasi nezimoto bebhikisha,anger,False Negative,False,True
bashise ibhasi nezimoto bebhikisha,joy,False Positive,True,False
ukhemisi nedili lomculo ngakubo,joy,False Positive,True,False
nokulun02059586 lapho mina ngidla isinkwa lana ,joy,False Positive,True,False
nokulun02059586 lapho mina ngidla isinkwa lana ,surprise,False Positive,True,False
kubhubhe 9 engozini yetekisi neveni,joy,False Positive,True,False
kubhubhe 9 engozini yetekisi neveni,sadness,False Negative,False,True
kubhubhe 9 engozini yetekisi neveni,surprise,False Positive,True,False
usinde ezoqedelwa esibhedlela oweglebe,joy,False Positive,True,False
kunesibonelelo sabasiza izivakashi,joy,False Positive,True,False
kunesibonelelo sabasiza izivakashi,surprise,False Positive,True,False
isihluku kudlwengulwa isalukazi 84,sadness,False Negative,False,True
isihluku kudlwengulwa isalukazi 84,surprise,False Positive,True,False
buka angikukhethanga ukuba sesithenjini  makhumalo,joy,False Positive,True,False
buka angikukhethanga ukuba sesithenjini  makhumalo,surprise,False Positive,True,False
kumuke abafundi abathathu emandeni,joy,False Positive,True,False
kumuke abafundi abathathu emandeni,sadness,False Negative,False,True
abekokota bakhiphe iculo nodj osemusha emculweni,joy,False Positive,True,False
abekokota bakhiphe iculo nodj osemusha emculweni,surprise,False Positive,True,False
uzobuyela enkantolo ngesonto elizayo osolwa ngokubulala umyeni,joy,False Positive,True,False
uzobuyela enkantolo ngesonto elizayo osolwa ngokubulala umyeni,surprise,False Positive,True,False
kunconywa ovumbululwe yinedbank,fear,False Positive,True,False
kunconywa ovumbululwe yinedbank,joy,False Negative,False,True
kunconywa ovumbululwe yinedbank,surprise,False Positive,True,False
awasebenzi amabhasi kamasipala wetheku ngale mpelasonto,joy,False Positive,True,False
mmaperekosplit icebo lakhe lingevinjwe muntu ngyabonga,fear,False Positive,True,False
mmaperekosplit icebo lakhe lingevinjwe muntu ngyabonga,surprise,False Positive,True,False
uthando lokujimisa luphenduke ibhizinisi,surprise,False Positive,True,False
uzalo_sabc1 hhayi ke mamlambo kodwa ke lezinyanya zakho bezilinde kuze kushadwe,joy,False Positive,True,False
uramaphosa udilize abasebenzi epulazini lakhe,joy,False Positive,True,False
umfana 13 udubuleke kuhlaselwa osomatekisi,joy,False Positive,True,False
umfana 13 udubuleke kuhlaselwa osomatekisi,sadness,False Negative,False,True
acele empunzini amaphoyisa kubhikishwa,surprise,False Positive,True,False
kusolwa isoka ngobulawe ezithwele,joy,False Positive,True,False
kusolwa isoka ngobulawe ezithwele,sadness,False Negative,False,True
kushone owesifazane kusha umuzi everulam,joy,False Positive,True,False
